w,b,error
0.7370702973591052,0.014547010110737297,1484.586557408649
1.1067954543515157,0.02187396295959641,457.8542575737673
1.2922546649131115,0.025579224321293136,199.50998572553894
1.385283255651245,0.027467789559144355,134.50591058200533
1.4319472323843205,0.028445071981738963,118.14969342239947
1.4553540088980408,0.02896524076647862,114.0341490603815
1.4670946177201354,0.0292561141260467,112.99857731713661
1.4729832982243762,0.02943196916380713,112.7379818756847
1.4759365618962286,0.029550129024383073,112.67238435909097
1.4774173755483797,0.02963934787473239,112.65585181499746
1.4781595857319891,0.029714049245227046,112.65166489759584
1.4785313011122556,0.029781468199526522,112.65058436150113
1.4787171706313593,0.02984523395633242,112.65028544701505
1.4788098170256598,0.02990716698731024,112.6501832029397
1.4788557012777626,0.029968180468920396,112.65013044507197
1.4788781289278565,0.0300287324644578,112.65009013922885
1.4788887903917065,0.030089052745485803,112.65005296694635
1.4788935497608395,0.030149256568940068,112.65001658353181
1.4788953485533445,0.030209401749465813,112.64998039901862
1.478895662279729,0.030269517287775917,112.64994426496074
1.4788952310786534,0.030329617731073667,112.64990814400619
1.4788944262150017,0.030389710376460655,112.64987202675677
1.4788934339209234,0.030449798884276465,112.64983591084761
1.4788923476133158,0.030509885090605173,112.6497997956837
1.4788912141515247,0.030569969916456375,112.64976368111527
1.4788900570409158,0.030630053823824287,112.64972756710466
1.4788888880721398,0.030690137044453985,112.64969145364233
1.478887713159568,0.030750219694594055,112.6496553407261
1.4788865352699392,0.030810301832558274,112.64961922835515
1.4788853558914152,0.03087038348759943,112.64958311652931
1.4788841757704807,0.030930464674392876,112.64954700524882
1.4788829952815838,0.030990545400301696,112.64951089451318
1.4788818146125533,0.03105062566902104,112.64947478432276
1.478880633857607,0.031110705482406145,112.64943867467751
1.4788794530640061,0.031170784841389344,112.64940256557722
1.4788782722554572,0.031230863746440008,112.64936645702217
1.478877091443852,0.03129094219779529,112.64933034901209
1.4788759106351557,0.031351020195575854,112.64929424154703
1.4788747298323603,0.031411097739843935,112.64925813462713
1.4788735490369667,0.03147117483063245,112.64922202825228
1.4788723682497276,0.031531251467959626,112.6491859224223
1.4788711874710208,0.0315913276518363,112.64914981713753
1.4788700067010354,0.03165140338226963,112.64911371239778
1.4788688259398666,0.031711478659264894,112.64907760820297
1.478867645187562,0.03177155348282646,112.64904150455321
1.4788664644441452,0.03183162785295821,112.64900540144839
1.4788652837096283,0.03189170176966381,112.64896929888867
1.4788641029840173,0.0319517752329468,112.64893319687393
1.478862922267315,0.03201184824281067,112.64889709540407
1.4788617415595229,0.03207192079925886,112.64886099447925
1.4788605608606418,0.032131992902294806,112.64882489409928
1.478859380170672,0.032192064551921945,112.64878879426435
1.4788581994896135,0.032252135748143694,112.6487526949743
1.4788570188174663,0.03231220649096349,112.64871659622933
1.4788558381542305,0.03237227678038474,112.6486804980292
1.478854657499906,0.03243234661641088,112.64864440037395
1.4788534768544928,0.03249241599904533,112.64860830326369
1.4788522962179906,0.032552484928291506,112.64857220669826
1.4788511155903998,0.03261255340415284,112.64853611067775
1.4788499349717201,0.03267262142663274,112.64850001520203
1.4788487543619513,0.03273268899573464,112.64846392027134
1.4788475737610933,0.032792756111461964,112.64842782588546
1.4788463931691462,0.032852822773818124,112.64839173204442
1.47884521258611,0.032912888982806546,112.64835563874827
1.4788440320119847,0.032972954738430656,112.64831954599687
1.47884285144677,0.03303302004069387,112.64828345379041
1.4788416708904657,0.03309308488959961,112.6482473621288
1.478840490343072,0.033153149285151305,112.64821127101195
1.4788393098045889,0.033213213227352364,112.64817518043988
1.4788381292750161,0.033273276716206224,112.64813909041263
1.4788369487543538,0.0333333397517163,112.64810300093023
1.4788357682426014,0.033393402333886005,112.64806691199259
1.4788345877397595,0.033453464462718775,112.64803082359973
1.4788334072458276,0.03351352613821802,112.6479947357516
1.4788322267608058,0.03357358736038717,112.64795864844824
1.478831046284694,0.03363364812922964,112.64792256168965
1.4788298658174923,0.03369370844474886,112.64788647547576
1.4788286853592003,0.03375376830694824,112.64785038980665
1.478827504909818,0.03381382771583121,112.64781430468229
1.4788263244693456,0.03387388667140119,112.64777822010262
1.4788251440377829,0.033933945173661606,112.64774213606768
1.4788239636151297,0.03399400322261587,112.64770605257742
1.478822783201386,0.03405406081826741,112.64766996963193
1.4788216027965517,0.034114117960619646,112.64763388723102
1.478820422400627,0.034174174649676,112.6475978053749
1.4788192420136113,0.03423423088543989,112.64756172406332
1.478818061635505,0.034294286667914745,112.64752564329652
1.478816881266308,0.03435434199710398,112.6474895630743
1.47881570090602,0.03441439687301101,112.6474534833968
1.4788145205546412,0.034474451295639266,112.64741740426382
1.4788133402121713,0.03453450526499217,112.64738132567561
1.4788121598786104,0.034594558781073134,112.64734524763193
1.4788109795539583,0.03465461184388559,112.64730917013289
1.478809799238215,0.03471466445343295,112.64727309317841
1.4788086189313803,0.03477471660971864,112.64723701676857
1.4788074386334544,0.03483476831274608,112.6472009409034
1.478806258344437,0.03489481956251869,112.64716486558272
1.478805078064328,0.0349548703590399,112.64712879080662
1.4788038977931277,0.03501492070231312,112.64709271657507
1.4788027175308358,0.03507497059234178,112.64705664288809
1.4788015372774521,0.035135020029129285,112.64702056974568
1.4788003570329766,0.03519506901267907,112.64698449714773
1.4787991767974094,0.035255117542994555,112.64694842509438
1.4787979965707503,0.03531516562007916,112.64691235358552
1.4787968163529992,0.0353752132439363,112.64687628262124
1.478795636144156,0.035435260414569396,112.64684021220145
1.4787944559442208,0.03549530713198188,112.6468041423261
1.4787932757531934,0.035555353396177165,112.64676807299533
1.4787920955710738,0.03561539920715867,112.64673200420897
1.478790915397862,0.03567544456492982,112.64669593596709
1.4787897352335577,0.035735489469494036,112.64665986826967
1.4787885550781612,0.03579553392085474,112.64662380111675
1.478787374931672,0.03585557791901534,112.64658773450829
1.4787861947940903,0.03591562146397927,112.6465516684441
1.478785014665416,0.03597566455574995,112.64651560292452
1.478783834545649,0.036035707194330795,112.64647953794936
1.4787826544347893,0.03609574937972523,112.64644347351859
1.4787814743328367,0.03615579111193667,112.64640740963219
1.4787802942397912,0.03621583239096853,112.64637134629021
1.4787791141556528,0.036275873216824246,112.6463352834926
1.4787779340804212,0.03633591358950723,112.64629922123945
1.4787767540140966,0.03639595350902091,112.64626315953065
1.4787755739566788,0.036455992975368695,112.64622709836617
1.478774393908168,0.036516031988554014,112.64619103774604
1.4787732138685636,0.03657607054858028,112.64615497767028
1.478772033837866,0.03663610865545092,112.64611891813887
1.4787708538160749,0.036696146309169356,112.64608285915183
1.4787696738031904,0.036756183509739,112.64604680070912
1.4787684937992123,0.036816220257163274,112.64601074281069
1.4787673138041404,0.0368762565514456,112.64597468545651
1.478766133817975,0.0369362923925894,112.64593862864669
1.4787649538407157,0.036996327780598096,112.64590257238123
1.4787637738723627,0.037056362715475105,112.64586651665992
1.4787625939129156,0.037116397197223844,112.64583046148299
1.4787614139623748,0.03717643122584774,112.64579440685031
1.4787602340207397,0.037236464801350205,112.64575835276186
1.4787590540880107,0.03729649792373467,112.64572229921764
1.4787578741641874,0.03735653059300455,112.64568624621779
1.47875669424927,0.03741656280916326,112.645650193762
1.4787555143432582,0.037476594572214215,112.64561414185059
1.478754334446152,0.03753662588216085,112.6455780904833
1.4787531545579515,0.03759665673900658,112.64554203966023
1.4787519746786564,0.037656687142754816,112.64550598938142
1.4787507948082665,0.03771671709340899,112.64546993964676
1.4787496149467823,0.03777674659097252,112.64543389045627
1.4787484350942033,0.03783677563544882,112.64539784181001
1.4787472552505294,0.037896804226841316,112.64536179370792
1.4787460754157609,0.037956832365153424,112.64532574614992
1.4787448955898972,0.03801686005038856,112.6452896991361
1.4787437157729386,0.03807688728255015,112.64525365266653
1.4787425359648851,0.03813691406164161,112.64521760674101
1.4787413561657365,0.03819694038766636,112.64518156135962
1.4787401763754926,0.03825696626062782,112.64514551652229
1.4787389965941535,0.03831699168052941,112.64510947222911
1.4787378168217191,0.03837701664737455,112.64507342848009
1.4787366370581894,0.03843704116116666,112.64503738527512
1.478735457303564,0.03849706522190916,112.64500134261426
1.4787342775578434,0.03855708882960547,112.64496530049745
1.478733097821027,0.038617111984259,112.64492925892475
